line,level,part,chapter,title,path,exists,has_children,body_chars,han_chars,latin_words,english_blocks,status,source_versions
176,2,III. 系統管理,17. 以原始碼安裝,17.2. 環境需求,server-administration/installation-from-source-code/requirements.md,True,False,6666,95,957,9,mixed-review,15
177,2,III. 系統管理,17. 以原始碼安裝,17.3. Getting The Source,server-administration/installation-from-source-code/getting-the-source.md,True,False,726,0,76,2,no-chinese-prose,current
178,2,III. 系統管理,17. 以原始碼安裝,17.4. 安裝流程,server-administration/installation-from-source-code/installation-procedure.md,True,False,33581,0,4362,80,no-chinese-prose,current
179,2,III. 系統管理,17. 以原始碼安裝,17.5. Post-Installation Setup,server-administration/installation-from-source-code/post-installation-setup.md,True,False,3347,0,390,8,no-chinese-prose,10
180,2,III. 系統管理,17. 以原始碼安裝,17.6. Supported Platforms,server-administration/installation-from-source-code/supported-platforms.md,True,False,2080,0,288,4,no-chinese-prose,10
181,2,III. 系統管理,17. 以原始碼安裝,17.7. 平台相關的注意事項,server-administration/installation-from-source-code/platform-specific-notes.md,True,False,12019,215,1558,28,mixed-review,15
182,1,III. 系統管理,18. 以原始碼在 Windows 上安裝,18. 以原始碼在 Windows 上安裝,server-administration/installation-from-source-code-on-windows/README.md,True,True,1454,129,178,4,mixed-review,
183,2,III. 系統管理,18. 以原始碼在 Windows 上安裝,18.1. Building with Visual C++ or the Microsoft Windows SDK,server-administration/installation-from-source-code-on-windows/17.1.-building-with-visual-c++-or-the-microsoft-windows-sdk.md,True,False,12658,0,1613,27,no-chinese-prose,15
184,1,III. 系統管理,19. 服務配置與維運,19. 服務配置與維運,server-administration/server-setup-and-operation/README.md,True,True,28,27,0,0,chinese-review,
185,2,III. 系統管理,19. 服務配置與維運,19.1. PostgreSQL 使用者帳號,server-administration/server-setup-and-operation/18.1.-postgresql-shi-yong-zhe-zhang-hao.md,True,False,241,171,6,0,chinese-review,
186,2,III. 系統管理,19. 服務配置與維運,19.2. Creating a Database Cluster,server-administration/server-setup-and-operation/creating-a-database-cluster.md,True,False,6908,876,797,11,mixed-review,"12,15"
187,2,III. 系統管理,19. 服務配置與維運,19.3. Starting the Database Server,server-administration/server-setup-and-operation/starting-the-database-server.md,True,False,9440,0,1007,20,no-chinese-prose,12
188,2,III. 系統管理,19. 服務配置與維運,19.4. 核心資源管理,server-administration/server-setup-and-operation/managing-kernel-resources.md,True,False,27976,0,3366,57,no-chinese-prose,10
189,2,III. 系統管理,19. 服務配置與維運,19.5. Shutting Down the Server,server-administration/server-setup-and-operation/shutting-down-the-server.md,True,False,2713,0,385,7,no-chinese-prose,12
190,2,III. 系統管理,19. 服務配置與維運,19.6. Upgrading a PostgreSQL Cluster,server-administration/server-setup-and-operation/18.6.-upgrading-a-postgresql-cluster.md,True,False,8363,0,1115,20,no-chinese-prose,12
191,2,III. 系統管理,19. 服務配置與維運,19.7. Preventing Server Spoofing,server-administration/server-setup-and-operation/preventing-server-spoofing.md,True,False,2488,0,297,6,no-chinese-prose,12
192,2,III. 系統管理,19. 服務配置與維運,19.8. Encryption Options,server-administration/server-setup-and-operation/encryption-options.md,True,False,4054,0,603,10,no-chinese-prose,12
193,2,III. 系統管理,19. 服務配置與維運,19.9. Secure TCP/IP Connections with SSL,server-administration/server-setup-and-operation/secure-tcp-ip-connections-with-ssl.md,True,False,13621,0,1382,28,no-chinese-prose,12
194,2,III. 系統管理,19. 服務配置與維運,19.10. Secure TCP/IP Connections with GSSAPI Encryption,server-administration/server-setup-and-operation/secure-tcp-ip-connections-with-gssapi-encryption.md,True,False,1106,0,142,3,no-chinese-prose,12
195,2,III. 系統管理,19. 服務配置與維運,19.11. Secure TCP/IP Connections with SSH Tunnels,server-administration/server-setup-and-operation/secure-tcp-ip-connections-with-ssh-tunnels.md,True,False,2638,0,401,8,no-chinese-prose,
196,2,III. 系統管理,19. 服務配置與維運,19.12. 在 Windows 註冊事件日誌,server-administration/server-setup-and-operation/18.11.-zai-windows-zhu-ce-shi-jian-ri-zhi.md,True,False,601,118,25,0,chinese-review,
197,1,III. 系統管理,20. 服務組態設定,20. 服務組態設定,server-administration/server-configuration/README.md,True,True,61,57,0,0,chinese-review,
198,2,III. 系統管理,20. 服務組態設定,20.1. Setting Parameters,server-administration/server-configuration/setting-parameters.md,True,False,12450,0,1568,27,no-chinese-prose,10
199,2,III. 系統管理,20. 服務組態設定,20.2. File Locations,server-administration/server-configuration/file-locations.md,True,False,2748,0,365,7,no-chinese-prose,current
200,2,III. 系統管理,20. 服務組態設定,20.3. 連線與認證,server-administration/server-configuration/connections-and-authentication.md,True,False,12820,3100,1135,17,mixed-review,
201,2,III. 系統管理,20. 服務組態設定,20.4. 資源配置,server-administration/server-configuration/resource-consumption.md,True,False,12769,4931,689,7,mixed-review,13
202,2,III. 系統管理,20. 服務組態設定,20.5. Write Ahead Log,server-administration/server-configuration/write-ahead-log.md,True,False,31236,591,4033,61,mixed-review,12
203,2,III. 系統管理,20. 服務組態設定,20.6. 複寫（Replication）,server-administration/server-configuration/replication.md,True,False,14695,2946,1515,18,mixed-review,"10,13"
204,2,III. 系統管理,20. 服務組態設定,20.7. 查詢規畫,server-administration/server-configuration/query-planning.md,True,False,15096,1426,1864,31,mixed-review,10
205,2,III. 系統管理,20. 服務組態設定,20.8. 錯誤回報與日誌記錄,server-administration/server-configuration/error-reporting-and-logging.md,True,False,13819,5722,465,0,chinese-review,
206,2,III. 系統管理,20. 服務組態設定,20.9. 執行階段統計資訊,server-administration/server-configuration/run-time-statistics.md,True,False,1677,703,50,0,chinese-review,
207,2,III. 系統管理,20. 服務組態設定,20.10. 自動資料庫清理,server-administration/server-configuration/automatic-vacuuming.md,True,False,4040,1414,193,1,mixed-review,
208,2,III. 系統管理,20. 服務組態設定,20.11. 用戶端連線預設參數,server-administration/server-configuration/client-connection-defaults.md,True,False,16206,5680,690,6,mixed-review,"10,14"
209,2,III. 系統管理,20. 服務組態設定,20.12. 交易鎖定管理,server-administration/server-configuration/19.12.-jiao-yi-suo-ding-guan-li.md,True,False,1634,853,59,0,chinese-review,
210,2,III. 系統管理,20. 服務組態設定,20.13. 版本與平台的相容性,server-administration/server-configuration/19.13.-ban-ben-yu-ping-tai-de-xiang-rong-xing.md,True,False,5908,0,771,13,no-chinese-prose,15
211,2,III. 系統管理,20. 服務組態設定,20.14. Error Handling,server-administration/server-configuration/error-handling.md,True,False,2979,0,495,7,no-chinese-prose,
212,2,III. 系統管理,20. 服務組態設定,20.15. 預先配置的參數,server-administration/server-configuration/19.15.-yu-xian-pei-zhi-de-can-shu.md,True,False,4195,0,459,13,no-chinese-prose,10
213,2,III. 系統管理,20. 服務組態設定,20.16. Customized Options,server-administration/server-configuration/customized-options.md,True,False,898,0,138,3,no-chinese-prose,
214,2,III. 系統管理,20. 服務組態設定,20.17. Developer Options,server-administration/server-configuration/developer-options.md,True,False,10288,0,1262,18,no-chinese-prose,12
215,2,III. 系統管理,20. 服務組態設定,20.18. Short Options,server-administration/server-configuration/short-options.md,True,False,5474,0,49,1,no-chinese-prose,12
216,1,III. 系統管理,21. 使用者認證,21. 使用者認證,server-administration/client-authentication/README.md,True,True,692,438,7,0,chinese-review,
217,2,III. 系統管理,21. 使用者認證,21.1. 設定檔：pg_hba.conf,server-administration/client-authentication/the-pg_hba.conf-file.md,True,False,12925,1875,1073,15,mixed-review,10
218,2,III. 系統管理,21. 使用者認證,21.2. User Name Maps,server-administration/client-authentication/user-name-maps.md,True,False,4433,125,529,8,mixed-review,current
219,2,III. 系統管理,21. 使用者認證,21.3. Authentication Methods,server-administration/client-authentication/authentication-methods.md,True,False,2407,0,237,2,no-chinese-prose,13
220,2,III. 系統管理,21. 使用者認證,21.4. Trust Authentication,server-administration/client-authentication/trust-authentication.md,True,False,1727,0,225,4,no-chinese-prose,13
221,2,III. 系統管理,21. 使用者認證,21.5. Password Authentication,server-administration/client-authentication/password-authentication.md,True,False,3929,0,494,8,no-chinese-prose,current
222,2,III. 系統管理,21. 使用者認證,21.6. GSSAPI Authentication,server-administration/client-authentication/gssapi-authentication.md,True,False,5601,0,697,11,no-chinese-prose,13
223,2,III. 系統管理,21. 使用者認證,21.7. SSPI Authentication,server-administration/client-authentication/sspi-authentication.md,True,False,2869,0,393,8,no-chinese-prose,13
224,2,III. 系統管理,21. 使用者認證,21.8. Ident Authentication,server-administration/client-authentication/ident-authentication.md,True,False,2398,0,317,4,no-chinese-prose,13
225,2,III. 系統管理,21. 使用者認證,21.9. Peer Authentication,server-administration/client-authentication/peer-authentication.md,True,False,698,0,88,2,no-chinese-prose,13
226,2,III. 系統管理,21. 使用者認證,21.10. LDAP Authentication,server-administration/client-authentication/ldap-authentication.md,True,False,7595,0,1020,20,no-chinese-prose,
227,2,III. 系統管理,21. 使用者認證,21.11. RADIUS Authentication,server-administration/client-authentication/radius-authentication.md,True,False,2899,0,423,8,no-chinese-prose,
228,2,III. 系統管理,21. 使用者認證,21.12. Certificate Authentication,server-administration/client-authentication/certificate-authentication.md,True,False,416,252,21,0,chinese-review,
229,2,III. 系統管理,21. 使用者認證,21.13. PAM Authentication,server-administration/client-authentication/pam-authentication.md,True,False,1288,0,190,3,no-chinese-prose,
230,2,III. 系統管理,21. 使用者認證,21.14. BSD Authentication,server-administration/client-authentication/21.14.-bsd-authentication.md,True,False,884,0,121,3,no-chinese-prose,
231,2,III. 系統管理,21. 使用者認證,21.15. Authentication Problems,server-administration/client-authentication/21.15.-authentication-problems.md,True,False,1422,0,184,4,no-chinese-prose,
232,1,III. 系統管理,22. 資料庫角色,22. 資料庫角色,server-administration/database-roles/README.md,True,True,351,248,7,0,chinese-review,
233,2,III. 系統管理,22. 資料庫角色,22.1. Database Roles,server-administration/database-roles/database-roles.md,True,False,3014,0,379,6,no-chinese-prose,12
234,2,III. 系統管理,22. 資料庫角色,22.2. Role Attributes,server-administration/database-roles/role-attributes.md,True,False,3727,0,476,11,no-chinese-prose,12
235,2,III. 系統管理,22. 資料庫角色,22.3. Role Membership,server-administration/database-roles/role-membership.md,True,False,4158,0,534,8,no-chinese-prose,12
236,2,III. 系統管理,22. 資料庫角色,22.4. 移除角色,server-administration/database-roles/dropping-roles.md,True,False,1120,556,41,0,chinese-review,
237,2,III. 系統管理,22. 資料庫角色,22.5. Default Roles,server-administration/database-roles/default-roles.md,True,False,7950,0,630,8,no-chinese-prose,14
238,2,III. 系統管理,22. 資料庫角色,22.6. Function Security,server-administration/database-roles/function-security.md,True,False,1017,0,147,2,no-chinese-prose,
239,1,III. 系統管理,23. 管理資料庫,23. 管理資料庫,server-administration/managing-databases/README.md,True,True,93,70,2,0,chinese-review,
240,2,III. 系統管理,23. 管理資料庫,23.1. Overview,server-administration/managing-databases/overview.md,True,False,3244,0,390,5,no-chinese-prose,15
241,2,III. 系統管理,23. 管理資料庫,23.2. Creating a Database,server-administration/managing-databases/creating-a-database.md,True,False,3087,0,363,6,no-chinese-prose,15
242,2,III. 系統管理,23. 管理資料庫,23.3. 樣版資料庫,server-administration/managing-databases/template-databases.md,True,False,1692,829,36,0,chinese-review,
243,2,III. 系統管理,23. 管理資料庫,23.4. Database Configuration,server-administration/managing-databases/database-configuration.md,True,False,996,0,130,3,no-chinese-prose,15
244,2,III. 系統管理,23. 管理資料庫,23.5. Destroying a Database,server-administration/managing-databases/destroying-a-database.md,True,False,868,0,101,2,no-chinese-prose,13
245,2,III. 系統管理,23. 管理資料庫,23.6. Tablespaces,server-administration/managing-databases/tablespaces.md,True,False,2757,1431,80,0,chinese-review,
246,1,III. 系統管理,24. 語系,24. 語系,server-administration/localization/README.md,True,True,250,132,11,0,chinese-review,
247,2,III. 系統管理,24. 語系,24.1. 語系支援,server-administration/localization/locale-support.md,True,False,6335,1750,555,6,mixed-review,15
248,2,III. 系統管理,24. 語系,24.2. Collation Support,server-administration/localization/collation-support.md,True,False,19712,0,2389,39,no-chinese-prose,15
249,2,III. 系統管理,24. 語系,24.3. 字元集支援,server-administration/localization/character-set-support.md,True,False,95536,1374,561,5,mixed-review,15
250,1,III. 系統管理,25. 例行性資料庫維護工作,25. 例行性資料庫維護工作,server-administration/routine-database-maintenance-tasks/README.md,True,True,703,350,27,0,chinese-review,
251,2,III. 系統管理,25. 例行性資料庫維護工作,25.1. 例行性資料清理,server-administration/routine-database-maintenance-tasks/routine-vacuuming.md,True,False,13872,6363,571,0,chinese-review,
252,2,III. 系統管理,25. 例行性資料庫維護工作,25.2. 定期重建索引,server-administration/routine-database-maintenance-tasks/routine-reindexing.md,True,False,527,336,18,0,chinese-review,
253,2,III. 系統管理,25. 例行性資料庫維護工作,25.3. Log 檔案維護,server-administration/routine-database-maintenance-tasks/log-file-maintenance.md,True,False,3611,446,464,7,mixed-review,
254,1,III. 系統管理,26. 備份及還原,26. 備份及還原,server-administration/backup-and-restore/README.md,True,True,156,104,4,0,chinese-review,
255,2,III. 系統管理,26. 備份及還原,26.1. SQL Dump,server-administration/backup-and-restore/sql-dump.md,True,False,9836,0,1315,24,no-chinese-prose,15
256,2,III. 系統管理,26. 備份及還原,26.2. 檔案系統層級備份,server-administration/backup-and-restore/file-system-level-backup.md,True,False,1840,1092,70,0,chinese-review,
257,2,III. 系統管理,26. 備份及還原,26.3. 持續封存及 Point-in-Time Recovery (PITR),server-administration/backup-and-restore/continuous-archiving-and-point-in-time-recovery-pitr.md,True,False,34271,4245,4087,49,mixed-review,12
258,1,III. 系統管理,"27. High Availability, Load Balancing, and Replication","27. High Availability, Load Balancing, and Replication",server-administration/high-availability-load-balancing-and-replication/README.md,True,True,1038,856,6,0,chinese-review,
259,2,III. 系統管理,"27. High Availability, Load Balancing, and Replication",27.1. 比較不同的解決方案,server-administration/high-availability-load-balancing-and-replication/comparison-of-different-solutions.md,True,False,7665,1084,644,8,mixed-review,13
260,2,III. 系統管理,"27. High Availability, Load Balancing, and Replication",27.2. 日誌轉送備用伺服器 Log-Shipping Standby Servers,server-administration/high-availability-load-balancing-and-replication/log-shipping-standby-servers.md,True,False,30917,1418,3700,58,mixed-review,"10,13"
261,2,III. 系統管理,"27. High Availability, Load Balancing, and Replication",27.3. Failover,server-administration/high-availability-load-balancing-and-replication/failover.md,True,False,2433,345,305,4,mixed-review,12
262,2,III. 系統管理,"27. High Availability, Load Balancing, and Replication",27.4. Hot Standby,server-administration/high-availability-load-balancing-and-replication/hot-standby.md,True,False,28586,0,3749,52,no-chinese-prose,15
263,1,III. 系統管理,28. 監控資料庫活動,28. 監控資料庫活動,server-administration/monitoring-database-activity/README.md,True,True,325,131,22,0,chinese-review,
264,2,III. 系統管理,28. 監控資料庫活動,28.1. 標準的 Unix 工具,server-administration/monitoring-database-activity/standard-unix-tools.md,True,False,3676,0,350,5,no-chinese-prose,15
265,2,III. 系統管理,28. 監控資料庫活動,28.2. 統計資訊收集器,server-administration/monitoring-database-activity/the-statistics-collector.md,True,False,181897,0,11295,68,no-chinese-prose,15
266,2,III. 系統管理,28. 監控資料庫活動,28.3. Viewing Locks,server-administration/monitoring-database-activity/viewing-locks.md,True,False,986,0,128,3,no-chinese-prose,15
267,2,III. 系統管理,28. 監控資料庫活動,28.4. Progress Reporting,server-administration/monitoring-database-activity/progress-reporting.md,True,False,45424,0,2637,19,no-chinese-prose,15
268,2,III. 系統管理,28. 監控資料庫活動,28.5. Dynamic Tracing,server-administration/monitoring-database-activity/dynamic-tracing.md,True,False,46778,0,2149,14,no-chinese-prose,15
269,1,III. 系統管理,29. 監控磁碟使用情況,29. 監控磁碟使用情況,server-administration/monitoring-disk-usage/README.md,True,True,33,20,1,0,chinese-review,
270,2,III. 系統管理,29. 監控磁碟使用情況,29.1. 瞭解磁碟使用情形,server-administration/monitoring-disk-usage/determining-disk-usage.md,True,False,1985,401,48,0,chinese-review,
271,2,III. 系統管理,29. 監控磁碟使用情況,29.2. 磁碟空間不足錯誤,server-administration/monitoring-disk-usage/disk-full-failure.md,True,False,377,261,5,0,chinese-review,
272,1,III. 系統管理,30. 高可靠度及預寫日誌,30. 高可靠度及預寫日誌,server-administration/reliability-and-the-write-ahead-log/README.md,True,True,46,23,4,0,chinese-review,
273,2,III. 系統管理,30. 高可靠度及預寫日誌,30.1. 可靠度,server-administration/reliability-and-the-write-ahead-log/reliability.md,True,False,7904,200,1084,10,mixed-review,12
274,2,III. 系統管理,30. 高可靠度及預寫日誌,30.2. Data Checksums,server-administration/reliability-and-the-write-ahead-log/30.2.-data-checksums.md,True,False,1445,0,172,5,no-chinese-prose,15
275,2,III. 系統管理,30. 高可靠度及預寫日誌,30.3. Write-Ahead Logging（WAL）,server-administration/reliability-and-the-write-ahead-log/write-ahead-logging-wal.md,True,False,1990,205,270,3,mixed-review,12
276,2,III. 系統管理,30. 高可靠度及預寫日誌,30.4. Asynchronous Commit,server-administration/reliability-and-the-write-ahead-log/asynchronous-commit.md,True,False,4225,382,515,6,mixed-review,12
277,2,III. 系統管理,30. 高可靠度及預寫日誌,30.5. WAL Configuration,server-administration/reliability-and-the-write-ahead-log/wal-configuration.md,True,False,14995,0,2006,17,no-chinese-prose,12
278,2,III. 系統管理,30. 高可靠度及預寫日誌,30.6. WAL Internals,server-administration/reliability-and-the-write-ahead-log/wal-internals.md,True,False,3500,0,514,7,no-chinese-prose,12
279,1,III. 系統管理,31. 邏輯複寫（Logical Replication）,31. 邏輯複寫（Logical Replication）,server-administration/logical-replication/README.md,True,True,810,550,19,0,chinese-review,
280,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.1. 發佈（Publication）,server-administration/logical-replication/publication.md,True,False,1206,624,60,0,chinese-review,
281,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.2. 訂閱（Subscription）,server-administration/logical-replication/subscription.md,True,False,6160,1033,271,3,mixed-review,current
282,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.3. Row Filters,server-administration/logical-replication/31.3.-row-filters.md,True,False,14527,0,1027,23,no-chinese-prose,15
283,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.4. Column Lists,server-administration/logical-replication/31.4.-column-lists.md,True,False,5652,0,509,11,no-chinese-prose,15
284,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.5. 衝突處理,server-administration/logical-replication/conflicts.md,True,False,536,232,22,0,chinese-review,
285,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.6. 限制,server-administration/logical-replication/restrictions.md,True,False,1234,721,34,0,chinese-review,
286,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.7. 架構,server-administration/logical-replication/architecture.md,True,False,934,493,39,0,chinese-review,
287,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.8. 監控,server-administration/logical-replication/monitoring.md,True,False,567,188,37,0,chinese-review,
288,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.9. 安全性,server-administration/logical-replication/security.md,True,False,343,252,7,0,chinese-review,
289,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.10. 系統設定,server-administration/logical-replication/configuration-settings.md,True,False,443,187,10,0,chinese-review,
290,2,III. 系統管理,31. 邏輯複寫（Logical Replication）,31.11. 快速設定,server-administration/logical-replication/quick-setup.md,True,False,443,123,6,0,chinese-review,
291,1,III. 系統管理,32. Just-in-Time Compilation（JIT）,32. Just-in-Time Compilation（JIT）,server-administration/just-in-time-compilation/README.md,True,True,36,22,1,0,chinese-review,
292,2,III. 系統管理,32. Just-in-Time Compilation（JIT）,32.1. What is JIT compilation?,server-administration/just-in-time-compilation/what-is-jit-compilation.md,True,False,2319,0,280,6,no-chinese-prose,15
293,2,III. 系統管理,32. Just-in-Time Compilation（JIT）,32.2. When to JIT?,server-administration/just-in-time-compilation/when-to-jit.md,True,False,4120,0,325,7,no-chinese-prose,15
294,2,III. 系統管理,32. Just-in-Time Compilation（JIT）,32.3. Configuration,server-administration/just-in-time-compilation/configuration.md,True,False,1108,0,69,1,no-chinese-prose,15
295,2,III. 系統管理,32. Just-in-Time Compilation（JIT）,32.4. Extensibility,server-administration/just-in-time-compilation/extensibility.md,True,False,1919,0,210,4,no-chinese-prose,15
296,1,III. 系統管理,33. 迴歸測試,33. 迴歸測試,server-administration/regression-tests/README.md,True,True,87,33,6,0,chinese-review,
297,2,III. 系統管理,33. 迴歸測試,33.1. Running the Tests,server-administration/regression-tests/32.1.-running-the-tests.md,True,False,10336,0,1307,27,no-chinese-prose,15
298,2,III. 系統管理,33. 迴歸測試,33.2. Test Evaluation,server-administration/regression-tests/32.2.-test-evaluation.md,True,False,7452,0,1054,19,no-chinese-prose,15
299,2,III. 系統管理,33. 迴歸測試,33.3. Variant Comparison Files,server-administration/regression-tests/32.3.-variant-comparison-files.md,True,False,3393,0,475,8,no-chinese-prose,
300,2,III. 系統管理,33. 迴歸測試,33.4. TAP Tests,server-administration/regression-tests/32.4.-tap-tests.md,True,False,1721,0,226,5,no-chinese-prose,
301,2,III. 系統管理,33. 迴歸測試,33.5. Test Coverage Examination,server-administration/regression-tests/32.5.-test-coverage-examination.md,True,False,1280,0,161,4,no-chinese-prose,
302,0,IV. 用戶端介面,IV. 用戶端介面,IV. 用戶端介面,client-interfaces/README.md,True,True,274,126,6,0,chinese-review,
303,1,IV. 用戶端介面,34. libpq - C Library,34. libpq - C Library,client-interfaces/libpq-c-library/README.md,True,True,502,200,33,0,chinese-review,
304,2,IV. 用戶端介面,34. libpq - C Library,33.1. 資料庫連線控制函數,client-interfaces/libpq-c-library/database-connection-control-functions.md,True,False,47217,341,5274,99,mixed-review,13
305,2,IV. 用戶端介面,34. libpq - C Library,33.2. 連線狀態函數,client-interfaces/libpq-c-library/connection-status-functions.md,True,False,7836,1370,554,8,mixed-review,
306,2,IV. 用戶端介面,34. libpq - C Library,33.3. Command Execution Functions,client-interfaces/libpq-c-library/connection-status-functions-2.md,True,False,40909,0,4937,98,no-chinese-prose,10
307,2,IV. 用戶端介面,34. libpq - C Library,33.4. Asynchronous Command Processing,client-interfaces/libpq-c-library/asynchronous-command-processing.md,True,False,11704,0,1360,26,no-chinese-prose,10
308,2,IV. 用戶端介面,34. libpq - C Library,33.5. Retrieving Query Results Row-By-Row,client-interfaces/libpq-c-library/retrieving-query-results-row-by-row.md,True,False,2577,0,350,4,no-chinese-prose,10
309,2,IV. 用戶端介面,34. libpq - C Library,33.6. Canceling Queries in Progress,client-interfaces/libpq-c-library/33.6.-canceling-queries-in-progress.md,True,False,0,0,0,0,heading-only-leaf,
310,2,IV. 用戶端介面,34. libpq - C Library,33.7. The Fast-Path Interface,client-interfaces/libpq-c-library/33.7.-the-fast-path-interface.md,True,False,0,0,0,0,heading-only-leaf,
311,2,IV. 用戶端介面,34. libpq - C Library,33.8. Asynchronous Notification,client-interfaces/libpq-c-library/33.8.-asynchronous-notification.md,True,False,0,0,0,0,heading-only-leaf,
312,2,IV. 用戶端介面,34. libpq - C Library,33.9. Functions Associated with the COPY Command,client-interfaces/libpq-c-library/33.9.-functions-associated-with-the-copy-command.md,True,False,0,0,0,0,heading-only-leaf,
313,2,IV. 用戶端介面,34. libpq - C Library,33.10. Control Functions,client-interfaces/libpq-c-library/control-functions.md,True,False,3369,0,333,5,no-chinese-prose,
314,2,IV. 用戶端介面,34. libpq - C Library,33.11. Miscellaneous Functions,client-interfaces/libpq-c-library/33.11.-miscellaneous-functions.md,True,False,0,0,0,0,heading-only-leaf,
315,2,IV. 用戶端介面,34. libpq - C Library,33.12. Notice Processing,client-interfaces/libpq-c-library/33.12.-notice-processing.md,True,False,0,0,0,0,heading-only-leaf,
316,2,IV. 用戶端介面,34. libpq - C Library,33.13. Event System,client-interfaces/libpq-c-library/33.13.-event-system.md,True,False,0,0,0,0,heading-only-leaf,
317,2,IV. 用戶端介面,34. libpq - C Library,33.14. 環境變數,client-interfaces/libpq-c-library/environment-variables.md,True,False,4409,404,258,0,chinese-review,10
318,2,IV. 用戶端介面,34. libpq - C Library,34.16. 密碼檔,client-interfaces/libpq-c-library/libpq-pgpass.md,True,False,721,385,23,0,chinese-review,
319,2,IV. 用戶端介面,34. libpq - C Library,33.16. The Connection Service File,client-interfaces/libpq-c-library/33.16.-the-connection-service-file.md,True,False,0,0,0,0,heading-only-leaf,
320,2,IV. 用戶端介面,34. libpq - C Library,33.17. LDAP Lookup of Connection Parameters,client-interfaces/libpq-c-library/33.17.-ldap-lookup-of-connection-parameters.md,True,False,0,0,0,0,heading-only-leaf,
321,2,IV. 用戶端介面,34. libpq - C Library,33.18. SSL Support,client-interfaces/libpq-c-library/33.18.-ssl-support.md,True,False,0,0,0,0,heading-only-leaf,
322,2,IV. 用戶端介面,34. libpq - C Library,33.19. Behavior in Threaded Programs,client-interfaces/libpq-c-library/33.19.-behavior-in-threaded-programs.md,True,False,0,0,0,0,heading-only-leaf,
323,2,IV. 用戶端介面,34. libpq - C Library,33.20. Building libpq Programs,client-interfaces/libpq-c-library/33.20.-building-libpq-programs.md,True,False,0,0,0,0,heading-only-leaf,
324,2,IV. 用戶端介面,34. libpq - C Library,33.21. Example Programs,client-interfaces/libpq-c-library/example-programs.md,True,False,14502,0,27,0,no-chinese-prose,
325,1,IV. 用戶端介面,35. Large Objects,35. Large Objects,client-interfaces/34.-large-objects/README.md,True,True,668,0,96,2,no-chinese-prose,
326,2,IV. 用戶端介面,35. Large Objects,35.1. Introduction,client-interfaces/34.-large-objects/34.1.-introduction.md,True,False,0,0,0,0,heading-only-leaf,
327,2,IV. 用戶端介面,35. Large Objects,35.2. Implementation Features,client-interfaces/34.-large-objects/34.2.-implementation-features.md,True,False,0,0,0,0,heading-only-leaf,
328,2,IV. 用戶端介面,35. Large Objects,35.3. Client Interfaces,client-interfaces/34.-large-objects/34.3.-client-interfaces.md,True,False,0,0,0,0,heading-only-leaf,
329,2,IV. 用戶端介面,35. Large Objects,35.4. Server-side Functions,client-interfaces/34.-large-objects/34.4.-server-side-functions.md,True,False,0,0,0,0,heading-only-leaf,
330,2,IV. 用戶端介面,35. Large Objects,35.5. Example Program,client-interfaces/34.-large-objects/34.5.-example-program.md,True,False,0,0,0,0,heading-only-leaf,
331,1,IV. 用戶端介面,36. ECPG - Embedded SQL in C,36. ECPG - Embedded SQL in C,client-interfaces/ecpg-embedded-sql-in-c/README.md,True,True,491,0,66,2,no-chinese-prose,
332,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.1. The Concept,client-interfaces/ecpg-embedded-sql-in-c/the-concept.md,True,False,1981,0,290,4,no-chinese-prose,13
333,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.2. Managing Database Connections,client-interfaces/ecpg-embedded-sql-in-c/35.2.-managing-database-connections.md,True,False,0,0,0,0,heading-only-leaf,
334,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.3. Running SQL Commands,client-interfaces/ecpg-embedded-sql-in-c/35.3.-running-sql-commands.md,True,False,0,0,0,0,heading-only-leaf,
335,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.4. Using Host Variables,client-interfaces/ecpg-embedded-sql-in-c/35.4.-using-host-variables.md,True,False,0,0,0,0,heading-only-leaf,
336,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.5. Dynamic SQL,client-interfaces/ecpg-embedded-sql-in-c/35.5.-dynamic-sql.md,True,False,0,0,0,0,heading-only-leaf,
337,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.6. pgtypes Library,client-interfaces/ecpg-embedded-sql-in-c/35.6.-pgtypes-library.md,True,False,0,0,0,0,heading-only-leaf,
338,2,IV. 用戶端介面,36. ECPG - Embedded SQL in C,35.7. Using Descriptor Areas,client-interfaces/ecpg-embedded-sql-in-c/35.7.-using-descriptor-areas.md,True,False,0,0,0,0,heading-only-leaf,
